ID	Z_meta	P_meta	Direction	HetISq	HetPVal	FDR_meta	TargetFullName	Target	EntrezGeneSymbol	MODEL_AFA	Rsq_AFA	Z_AFA	P_AFA	FDR_AFA	MODEL_CHN	Rsq_CHN	Z_CHN	P_CHN	FDR_CHN	MODEL_CAU	Rsq_CAU	Z_CAU	P_CAU	FDR_CAU	MODEL_HIS	Rsq_HIS	Z_HIS	P_HIS	FDR_HIS
seq.12727.7	1.036	0.3002	++++	0	0.88	0.613633888486604	Prostaglandin F2 receptor negative regulator	FPRP	PTGFRN	enet	0.31	0.354	0.723	0.966509207365893	lasso	0.39	0.185	0.854	0.986247440273038	enet	0.29	0.793	0.428	0.654190839694657	lasso	0.27	0.977	0.328	0.921247563352827
seq.7161.25	-1.036	0.3004	---+	21.8	0.2796	0.613633888486604	GDH/6PGL endoplasmic bifunctional protein	G6PE	H6PD	enet	0.05	-0.927	0.354	0.942010118043845	lasso	0.11	-1.82	0.0685	0.689528925619835	lasso	0.26	-0.334	0.738	0.860798947983635	enet	0.21	0.787	0.431	0.949429477020602
seq.21705.33	-1.034	0.301	??-?	0	1	0.614174331164136	Meteorin-like protein	METRL	METRNL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.031	-1.03	0.301	0.572416984732824	NA	NA	NA	NA	NA
seq.14054.17	1.034	0.3011	--++	73.6	0.009918	0.614174331164136	Interleukin-15 receptor subunit alpha	IL-15 Ra	IL15RA	lasso	0.096	-0.0645	0.949	0.981981639344262	lasso	0.11	-0.256	0.798	0.985826347305389	enet	0.16	0.591	0.555	0.754985743380855	enet	0.097	3.47	0.000528	0.114575714285714
seq.15363.32	-1.033	0.3016	+?-+	34.3	0.2181	0.614676767676768	Apolipoprotein A-V	Apo A-V	APOA5	top1	0.057	0.0914	0.927	0.977158316633267	NA	NA	NA	NA	NA	top1	0.27	-1.43	0.152	0.380095357590966	top1	0.32	1.43	0.152	0.906975
seq.16892.23	1.032	0.302	?+??	0	1	0.614676767676768	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	ENPP2	ENPP2	NA	NA	NA	NA	NA	top1	0.03	1.03	0.302	0.867147540983607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.22486.58	-1.032	0.302	?-??	0	1	0.614676767676768	Keratin, type II cytoskeletal 6A	Keratin 6A	KRT6A	NA	NA	NA	NA	NA	enet	0.051	-1.03	0.302	0.867147540983607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.24651.1	-1.031	0.3026	??-+	77.6	0.03477	0.615453929343908	Reticulon-1	RTN1	RTN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.28	-1.43	0.152	0.380095357590966	enet	0.3	1.86	0.0626	0.77648275862069
seq.2888.49	1.03	0.3029	+-++	47.5	0.1264	0.615620244956772	Complement component C7	C7	C7	blup	0.016	0.583	0.56	0.966509207365893	lasso	0.096	-1.9	0.058	0.674928440366973	lasso	0.07	1.68	0.0927	0.271692794117647	enet	0.18	0.121	0.904	0.989177168272795
seq.10382.1	1.029	0.3033	+?+-	0	0.7759	0.615989416846652	Angiopoietin-related protein 3	ANGL3	ANGPTL3	blup	0.077	0.644	0.52	0.966509207365893	NA	NA	NA	NA	NA	blup	0.035	0.981	0.327	0.57747703180212	blup	0.023	-0.438	0.661	0.989177168272795
seq.19361.78	1.029	0.3037	--+-	37.6	0.1865	0.616080459770115	Matrilin-3	MATN3	MATN3	lasso	0.27	-1.3	0.193	0.799354330708661	top1	0.13	-0.368	0.713	0.983503963759909	enet	0.26	1.89	0.059	0.202039518900344	lasso	0.16	-0.686	0.493	0.953709468223087
seq.24693.5	1.028	0.304	??+?	0	1	0.616080459770115	Chloride intracellular channel protein 3	CLIC3	CLIC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.015	1.03	0.304	0.575923954372624	NA	NA	NA	NA	NA
seq.12794.6	-1.028	0.304	??-?	0	1	0.616080459770115	NACHT, LRR and PYD domains-containing protein 4	NALP4	NLRP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.029	-1.03	0.304	0.575923954372624	NA	NA	NA	NA	NA
seq.16060.99	1.024	0.3059	-++-	9.1	0.3478	0.618760888252149	Nidogen-2	NID2	NID2	lasso	0.15	-0.849	0.396	0.955858006042296	top1	0.16	1.51	0.131	0.756981308411215	lasso	0.15	0.994	0.32	0.57747703180212	enet	0.13	-0.598	0.55	0.965277777777778
seq.25265.8	-1.024	0.306	-???	0	1	0.618760888252149	Formin-binding protein 1	FNBP1	FNBP1	lasso	0.016	-1.02	0.306	0.918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.10435.2	-1.024	0.306	??-?	0	1	0.618760888252149	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	ASPG	AGA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.097	-1.02	0.306	0.57747703180212	NA	NA	NA	NA	NA
seq.9384.17	-1.023	0.3062	+?-+	0	0.3732	0.618760888252149	Cathelicidin antimicrobial peptide	Cathelicidin peptide	CAMP	enet	0.074	0.875	0.382	0.949285039370079	NA	NA	NA	NA	NA	lasso	0.17	-1.46	0.144	0.367938461538461	enet	0.05	0.345	0.73	0.989177168272795
seq.5701.81	1.019	0.308	??+?	0	1	0.621911444921316	Tetranectin	Tetranectin	CLEC3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.024	1.02	0.308	0.57747703180212	NA	NA	NA	NA	NA
seq.19129.15	1.019	0.3082	++-+	55.1	0.08278	0.621911444921316	Methenyltetrahydrofolate synthase domain-containing protein	MTHFSD	MTHFSD	blup	0.037	1.32	0.186	0.793241935483871	enet	0.038	2.4	0.0164	0.4186875	lasso	0.07	-0.275	0.784	0.882276679841897	lasso	0.11	0.369	0.712	0.989177168272795
seq.23258.56	-1.017	0.309	???-	0	1	0.623080057183703	Cytochrome c oxidase assembly factor 7	COA7	COA7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.016	-1.02	0.309	0.921247563352827
seq.8840.61	1.016	0.3095	+-++	0	0.7488	0.623398715203426	Complement C1s subcomponent	C1s	C1S	top1	0.22	0.555	0.579	0.966509207365893	enet	0.24	-0.685	0.494	0.952464454976303	lasso	0.26	1.21	0.228	0.482894792773645	top1	0.22	0.146	0.884	0.989177168272795
seq.16818.200	-1.016	0.3096	??--	0	0.7829	0.623398715203426	CUB domain-containing protein 1	CDCP1	CDCP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.032	-0.941	0.347	0.594644024075666	blup	0.029	-0.473	0.636	0.989177168272795
seq.5106.52	1.015	0.31	??+?	0	1	0.623758915834522	Neurogenic locus notch homolog protein 2	NOTC2	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.017	1.02	0.31	0.57747703180212	NA	NA	NA	NA	NA
seq.12381.26	1.014	0.3104	-?+?	0	0.5474	0.624118602993585	Carbonyl reductase [NADPH] 1	CBR1	CBR1	top1	0.089	-0.249	0.803	0.968118384401114	NA	NA	NA	NA	NA	top1	0.055	1.15	0.249	0.508460040983607	NA	NA	NA	NA	NA
seq.3313.21	-1.011	0.3118	---+	0	0.7173	0.624621418439716	Ficolin-2	FCN2	FCN2	lasso	0.17	-0.905	0.366	0.945287539936102	blup	0.24	-1.12	0.264	0.857472	enet	0.22	-0.481	0.631	0.807696210661529	lasso	0.18	0.278	0.781	0.989177168272795
seq.10677.9	1.011	0.3119	+?+?	0	0.7272	0.624621418439716	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	NDUB4	NDUFB4	lasso	0.18	0.651	0.515	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.15	0.85	0.396	0.631461292897047	NA	NA	NA	NA	NA
seq.5634.39	-1.011	0.3119	-?-+	48.6	0.143	0.624621418439716	GDP-fucose protein O-fucosyltransferase 1	OFUT1	POFUT1	lasso	0.09	-1.67	0.0946	0.633797530864198	NA	NA	NA	NA	NA	top1	0.12	-0.78	0.436	0.658793025018954	top1	0.065	1.23	0.219	0.906975
seq.18396.10	-1.011	0.312	-???	0	1	0.624621418439716	Amino-terminal enhancer of split	AES	TLE5	top1	0.056	-1.01	0.312	0.920988847583643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.4594.22	1.011	0.312	+???	0	1	0.624621418439716	Pituitary adenylate cyclase-activating polypeptide 38	PACAP-38	ADCYAP1	blup	0.016	1.01	0.312	0.920988847583643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.11184.51	1.011	0.3122	?+?-	0	0.5436	0.624621418439716	Chromogranin-A	CgA	CHGA	NA	NA	NA	NA	NA	top1	0.073	1.18	0.239	0.8526	NA	NA	NA	NA	NA	top1	0.032	-0.0596	0.952	0.989177168272795
seq.8476.11	1.011	0.3122	?+?-	0	0.5436	0.624621418439716	Chromogranin-A	CgA	CHGA	NA	NA	NA	NA	NA	top1	0.058	1.18	0.239	0.8526	NA	NA	NA	NA	NA	top1	0.044	-0.0596	0.952	0.989177168272795
seq.18315.38	-1.01	0.3126	?+--	55.9	0.1037	0.624735623229462	Receptor-transporting protein 4	RTP4	RTP4	NA	NA	NA	NA	NA	blup	0.049	0.758	0.448	0.944247557003257	enet	0.09	-0.982	0.326	0.57747703180212	top1	0.07	-2	0.0452	0.761604166666667
seq.21645.6	1.01	0.3127	+++-	0	0.9791	0.624735623229462	Smad nuclear-interacting protein 1	SNIP1	SNIP1	enet	0.2	0.206	0.837	0.968118384401114	lasso	0.24	0.552	0.581	0.960562747688243	enet	0.3	0.91	0.363	0.605912060301508	lasso	0.38	-0.189	0.85	0.989177168272795
seq.5392.73	-1.009	0.313	??-?	0	1	0.624849504950495	Tumor necrosis factor receptor superfamily member 6	Fas, soluble	FAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.031	-1.01	0.313	0.57747703180212	NA	NA	NA	NA	NA
seq.9348.1	-1.008	0.3132	??--	0	0.9126	0.624849504950495	Complement C1r subcomponent-like protein	C1RL1	C1RL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.06	-0.967	0.334	0.583914035087719	blup	0.029	-0.309	0.757	0.989177168272795
seq.10600.24	-1.007	0.314	???-	0	1	0.625318348623853	Calmegin	CLGN	CLGN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.064	-1.01	0.314	0.921247563352827
seq.22124.94	-1.007	0.314	??-?	0	1	0.625318348623853	Dystrotelin	DYTN	DYTN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.025	-1.01	0.314	0.57747703180212	NA	NA	NA	NA	NA
seq.6388.21	-1.007	0.3141	-?-?	0	0.6237	0.625318348623853	Coiled-coil domain-containing protein 126	CC126	CCDC126	top1	0.11	-0.783	0.433	0.966509207365893	NA	NA	NA	NA	NA	top1	0.072	-0.8	0.424	0.651528141865844	NA	NA	NA	NA	NA
seq.5649.83	1.005	0.3148	-+++	79.7	0.002045	0.626269957686883	Pregnancy-specific beta-1-glycoprotein 4	PSG4	PSG4	enet	0.27	-3.33	0.000876	0.104486142857143	blup	0.063	0.216	0.829	0.986247440273038	enet	0.25	2.15	0.0315	0.128121428571429	top1	0.27	0.114	0.909	0.989177168272795
seq.3322.52	-1.004	0.3155	?---	0	0.4445	0.626977183098592	Leucine-rich repeats and immunoglobulin-like domains protein 3	LRIG3	LRIG3	NA	NA	NA	NA	NA	blup	0.044	-1.3	0.194	0.831202702702703	enet	0.046	-0.418	0.676	0.830621454993835	enet	0.031	-0.875	0.381	0.949429477020602
seq.19130.81	-1.003	0.3156	--+-	71	0.01589	0.626977183098592	Serpin B8	SPB8	SERPINB8	top1	0.091	-1.38	0.167	0.777498542274052	enet	0.11	-0.815	0.415	0.93260147601476	enet	0.18	0.233	0.816	0.899320661157025	enet	0.087	-2.95	0.00315	0.398045454545455
seq.3628.3	1.001	0.3168	?-++	0	0.6447	0.627989466292135	Dual specificity mitogen-activated protein kinase kinase 2	MP2K2	MAP2K2	NA	NA	NA	NA	NA	enet	0.14	-0.231	0.817	0.986229930624381	lasso	0.32	0.992	0.321	0.57747703180212	enet	0.25	0.918	0.359	0.937078651685393
seq.11516.7	-1.001	0.317	??-?	0	1	0.627989466292135	Fatty acid-binding protein, liver	FABPL	FABP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.023	-1	0.317	0.57747703180212	NA	NA	NA	NA	NA
seq.11147.17	-1.001	0.317	??-?	0	1	0.627989466292135	Trem-like transcript 1 protein:immunoreceptor tyrosine-based inhibition motif	TRML1:ITIM	TREML1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.044	-1	0.317	0.57747703180212	NA	NA	NA	NA	NA
seq.6290.3	-1.001	0.317	??-?	0	1	0.627989466292135	Urotensin-2B	UTS2B	UTS2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.026	-1	0.317	0.57747703180212	NA	NA	NA	NA	NA
seq.17682.1	0.998	0.3183	+?++	0	0.5257	0.630122315789474	Membrane cofactor protein	CD46	CD46	enet	0.067	0.626	0.532	0.966509207365893	NA	NA	NA	NA	NA	enet	0.078	0.611	0.541	0.746684903047092	lasso	0.091	1.23	0.218	0.906975
seq.25288.16	-0.994	0.32	???-	0	1	0.63304347826087	Dimethylaniline monooxygenase [N-oxide-forming] 3	FMO3	FMO3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.058	-0.993	0.32	0.921247563352827
seq.21108.5	0.994	0.3203	-+++	0	0.4623	0.633192922214436	Uncharacterized metallophosphoesterase CSTP1	CSTP1	CPPED1	enet	0.57	-1.14	0.253	0.866017353579176	lasso	0.58	0.437	0.662	0.9744	lasso	0.54	1.18	0.238	0.495646812957158	enet	0.61	0.818	0.413	0.949429477020602
seq.19251.56	-0.993	0.3207	?--+	19.7	0.2877	0.633539705882353	Serglycin	Platelet proteoglycan	SRGN	NA	NA	NA	NA	NA	blup	0.092	-0.874	0.382	0.92010650887574	lasso	0.035	-1.01	0.311	0.57747703180212	top1	0.065	1.3	0.194	0.906975
seq.19760.26	-0.992	0.321	?-??	0	1	0.633591474493361	Carboxypeptidase A1	CBPA1	CPA1	NA	NA	NA	NA	NA	top1	0.052	-0.993	0.321	0.881339325842697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.7921.65	-0.992	0.3213	+---	46.7	0.1312	0.633591474493361	Four-jointed box protein 1	FJX1	FJX1	enet	0.036	1.46	0.143	0.750196721311475	enet	0.098	-1.86	0.0625	0.684741176470588	blup	0.043	-0.779	0.436	0.658793025018954	top1	0.028	-0.624	0.533	0.955961290322581
seq.21713.11	-0.991	0.3214	----	0	0.9233	0.633591474493361	Reelin	RELN	RELN	blup	0.063	-0.453	0.651	0.966509207365893	top1	0.13	-0.67	0.503	0.960562747688243	top1	0.029	-0.583	0.56	0.756664406779661	blup	0.043	-0.686	0.493	0.953709468223087
seq.4540.11	0.99	0.322	+???	0	1	0.633643026499303	Chromobox protein homolog 5	CBX5	CBX5	enet	0.07	0.99	0.322	0.930615384615385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.24681.2	-0.99	0.322	?-??	0	1	0.633643026499303	Phosphoserine phosphatase	SERB	PSPH	NA	NA	NA	NA	NA	top1	0.22	-0.99	0.322	0.881339325842697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.22509.9	0.99	0.3221	?-++	15	0.3083	0.633643026499303	Arginine-hydroxylase NDUFAF5, mitochondrial	NDUF5	NDUFAF5	NA	NA	NA	NA	NA	blup	0.16	-0.27	0.788	0.985826347305389	lasso	0.1	0.857	0.391	0.627425925925926	top1	0.086	1.59	0.112	0.873497267759563
seq.12386.11	0.988	0.323	+-++	0	0.6085	0.634970731707317	Aminopeptidase B	AMPB	RNPEP	lasso	0.14	1.33	0.184	0.793241935483871	top1	0.092	-0.278	0.781	0.985826347305389	enet	0.042	0.637	0.524	0.73183742116328	enet	0.021	0.746	0.455	0.953709468223087
seq.20965.18	0.987	0.3236	-++-	0	0.5193	0.635553559087768	Microtubule-associated proteins 1A/1B light chain 3 beta 2	MP3B2	MAP1LC3B2	lasso	0.13	-0.471	0.638	0.966509207365893	top1	0.16	1.54	0.123	0.75	lasso	0.16	0.748	0.454	0.673731943410276	top1	0.14	-0.28	0.78	0.989177168272795
seq.24690.1	0.986	0.324	??+?	0	1	0.635553559087768	Calcium-binding protein 2	CABP2	CABP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.014	0.986	0.324	0.57747703180212	NA	NA	NA	NA	NA
seq.7970.315	0.985	0.3244	--+-	0	0.4646	0.635553559087768	Ecto-ADP-ribosyltransferase 3	NAR3	ART3	enet	0.067	-0.933	0.351	0.941969387755102	blup	0.074	-0.138	0.891	0.986247440273038	blup	0.035	1.57	0.116	0.314541496598639	enet	0.081	-0.413	0.679	0.989177168272795
seq.13652.2	-0.984	0.325	??-?	0	1	0.635553559087768	TOM1-like protein 1	TM1L1	TOM1L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.039	-0.984	0.325	0.57747703180212	NA	NA	NA	NA	NA
seq.6991.24	0.982	0.326	??+?	0	1	0.635553559087768	Alpha-(1,3)-fucosyltransferase 9	FUT9	FUT9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.082	0.982	0.326	0.57747703180212	NA	NA	NA	NA	NA
seq.2943.5	-0.982	0.326	???-	0	1	0.635553559087768	Cytochrome P450 3A4	Cytochrome P450 3A4	CYP3A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.011	-0.982	0.326	0.921247563352827
seq.5677.15	0.982	0.326	??+?	0	1	0.635553559087768	Uncharacterized protein C2orf66	CB066	C2orf66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.045	0.982	0.326	0.57747703180212	NA	NA	NA	NA	NA
seq.23601.43	0.982	0.326	??+?	0	1	0.635553559087768	Acyl-coenzyme A thioesterase 12	ACO12	ACOT12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.048	0.982	0.326	0.57747703180212	NA	NA	NA	NA	NA
seq.21157.6	-0.982	0.326	??-?	0	1	0.635553559087768	Hydroxylysine kinase	HYKK	HYKK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.053	-0.982	0.326	0.57747703180212	NA	NA	NA	NA	NA
seq.20939.113	0.982	0.326	??+?	0	1	0.635553559087768	H/ACA ribonucleoprotein complex subunit 2	NHP2	NHP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.061	0.982	0.326	0.57747703180212	NA	NA	NA	NA	NA
seq.25307.8	-0.982	0.326	??-?	0	1	0.635553559087768	WD repeat-containing protein 18	WDR18	WDR18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.06	-0.982	0.326	0.57747703180212	NA	NA	NA	NA	NA
seq.8352.26	0.982	0.326	??+?	0	1	0.635553559087768	Sialic acid-binding Ig-like lectin 12:Ig-like C2-type 2 domain, Isoform short	SIG12:Ig-like C2-type 2	SIGLEC12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.083	0.982	0.326	0.57747703180212	NA	NA	NA	NA	NA
seq.21661.82	-0.981	0.3264	??--	0	0.7665	0.635745692625775	Dentin matrix protein 4	DMP4	FAM20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.052	-0.902	0.367	0.609525833333333	top1	0.027	-0.487	0.626	0.989038461538462
seq.9015.1	-0.98	0.327	-???	0	1	0.635745692625775	Proteoglycan 3	PRG3	PRG3	enet	0.24	-0.979	0.327	0.932583783783784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.23390.6	0.98	0.327	--++	62.4	0.04641	0.635745692625775	Coiled-coil domain-containing protein 107	CC107	CCDC107	top1	0.12	-1.66	0.097	0.633797530864198	enet	0.091	-0.84	0.401	0.926689265536723	lasso	0.11	1.65	0.098	0.283063768115942	lasso	0.2	1.66	0.0976	0.853857142857143
seq.20574.8	0.98	0.327	???+	0	1	0.635745692625775	CD81 antigen	CD81	CD81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.042	0.981	0.327	0.921247563352827
seq.21109.1	0.978	0.328	?+??	0	1	0.637250688705234	Cilia- and flagella-associated protein 36	CFA36	CFAP36	NA	NA	NA	NA	NA	lasso	0.029	0.979	0.328	0.889763919821826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.7980.72	-0.977	0.3285	??-+	0	0.347	0.637538239339752	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	B3GN2	B3GNT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.14	-1.15	0.252	0.511963302752294	blup	0.083	0.725	0.468	0.953709468223087
seq.21546.20	0.977	0.3286	+++-	41.5	0.1629	0.637538239339752	Adhesion G-protein coupled receptor D1	AGRD1	ADGRD1	lasso	0.24	0.604	0.546	0.966509207365893	top1	0.078	2.32	0.0203	0.457877777777778	enet	0.19	0.137	0.891	0.9470736	lasso	0.16	-0.556	0.578	0.973842424242424
seq.3057.55	-0.974	0.3301	-?-+	0	0.8737	0.6397625	WNT1-inducible-signaling pathway protein 1	WISP-1	CCN4	blup	0.11	-0.468	0.64	0.966509207365893	NA	NA	NA	NA	NA	blup	0.062	-0.953	0.341	0.590967826086957	lasso	0.077	0.306	0.76	0.989177168272795
seq.5633.65	-0.974	0.3302	--+-	45.7	0.1374	0.6397625	Leukocyte immunoglobulin-like receptor subfamily B member 2	ILT-4	LILRB2	enet	0.035	-0.768	0.442	0.966509207365893	top1	0.14	-1.51	0.131	0.756981308411215	enet	0.24	0.111	0.911	0.958273778244876	enet	0.24	-1.89	0.0583	0.77648275862069
seq.10630.5	0.973	0.3307	-+++	55	0.08333	0.640045816186557	Oxidoreductase HTATIP2	HTAI2	HTATIP2	lasso	0.098	-0.653	0.514	0.966509207365893	top1	0.081	1.51	0.131	0.756981308411215	top1	0.045	0.3	0.764	0.869093607305936	lasso	0.014	2.19	0.0282	0.761604166666667
seq.22793.110	-0.972	0.3308	?--+	0	0.9402	0.640045816186557	Transcription initiation factor IIA subunit 2	T2AG	GTF2A2	NA	NA	NA	NA	NA	lasso	0.17	-0.285	0.776	0.985826347305389	top1	0.11	-0.982	0.326	0.57747703180212	top1	0.11	0.152	0.879	0.989177168272795
seq.4913.78	0.969	0.3328	+-+-	0	0.5399	0.642732626538988	C-C motif chemokine 16	HCC-4	CCL16	enet	0.7	0.179	0.858	0.968118384401114	enet	0.45	-0.611	0.541	0.960562747688243	lasso	0.39	1.44	0.15	0.377939317319848	lasso	0.42	-0.788	0.431	0.949429477020602
seq.5636.10	-0.969	0.3328	??--	0	0.6169	0.642732626538988	Microfibril-associated glycoprotein 4	MFAP4	MFAP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.018	-0.848	0.396	0.631461292897047	blup	0.016	-0.683	0.494	0.953709468223087
seq.3795.6	0.968	0.333	+???	0	1	0.642732626538988	Disintegrin and metalloproteinase domain-containing protein 9	ADAM 9	ADAM9	lasso	0.029	0.968	0.333	0.933975265017668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.15523.9	0.968	0.3331	-?+-	26	0.2589	0.642732626538988	Delta-aminolevulinic acid dehydratase	HEM2	ALAD	top1	0.027	-0.303	0.762	0.966509207365893	NA	NA	NA	NA	NA	enet	0.014	1.4	0.162	0.393259439707674	lasso	0.02	-1.26	0.207	0.906975
seq.15514.26	0.967	0.3336	-+++	46	0.1354	0.643257416267943	Cholinesterase	Pseudocholinesterase	BCHE	enet	0.12	-1.92	0.0546	0.598325	top1	0.076	1.01	0.311	0.878881670533643	enet	0.22	1.29	0.197	0.441147191011236	blup	0.14	0.323	0.747	0.989177168272795
seq.5726.49	0.964	0.335	+???	0	1	0.645515710382514	Sperm-associated antigen 11A	SG11A	SPAG11A	top1	0.055	0.964	0.335	0.933975265017668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.17516.7	-0.96	0.337	-???	0	1	0.648926279863481	Ras-related protein Rab-3A	Rab3A	RAB3A	top1	0.011	-0.96	0.337	0.934597539543058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.7178.59	0.959	0.3373	-+++	0	0.7741	0.649060914051842	Protein DEPP	DEPP	DEPP1	lasso	0.64	-0.00506	0.996	0.997632213062777	lasso	0.77	1.3	0.194	0.831202702702703	enet	0.71	0.584	0.559	0.755825644504749	enet	0.7	0.0683	0.946	0.989177168272795
seq.4336.2	-0.958	0.3382	+--+	0	0.7865	0.650349147920927	Serum amyloid A-1 protein	SAA	SAA1	lasso	0.54	0.651	0.515	0.966509207365893	lasso	0.51	-0.624	0.532	0.960562747688243	enet	0.52	-1.08	0.281	0.547977495107632	enet	0.51	0.0402	0.968	0.98935294117647
seq.8320.5	-0.956	0.339	?-??	0	1	0.651	SAFB-like transcription modulator	SLTM	SLTM	NA	NA	NA	NA	NA	top1	0.049	-0.956	0.339	0.903505470459519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.6423.66	-0.956	0.339	??-?	0	1	0.651	Complement C1q-like protein 2	C1QL2	C1QL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.11	-0.957	0.339	0.588525261324042	NA	NA	NA	NA	NA
seq.2480.58	0.955	0.3394	-++-	84.5	0.0002307	0.651324761904762	Metalloproteinase inhibitor 3	TIMP-3	TIMP3	blup	0.069	-3.4	0.000678	0.104486142857143	lasso	0.41	0.524	0.601	0.960653543307087	lasso	0.2	2.37	0.0179	0.0878687192118227	lasso	0.22	-1.69	0.0919	0.847807947019868
seq.4960.72	-0.954	0.34	???-	0	1	0.652032630863358	Annexin A1	annexin I	ANXA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.032	-0.955	0.34	0.921247563352827
seq.3858.5	-0.953	0.3406	-+--	0	0.5187	0.652619402985075	Low molecular weight phosphotyrosine protein phosphatase	PPAC	ACP1	top1	0.56	-0.239	0.811	0.968118384401114	top1	0.57	0.417	0.677	0.97837019790454	enet	0.6	-0.864	0.388	0.624119451170299	top1	0.61	-1.48	0.138	0.892186046511628
seq.9021.1	0.952	0.3409	??++	58.2	0.1219	0.652619402985075	Hepatitis A virus cellular receptor 1	TIM-1	HAVCR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.11	0.623	0.533	0.738712795549374	lasso	0.11	1.71	0.088	0.847807947019868
seq.4535.50	0.952	0.341	--+-	0	0.4608	0.652619402985075	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	BST1	BST1	enet	0.52	-0.334	0.738	0.966509207365893	lasso	0.67	-0.909	0.363	0.906650306748466	enet	0.61	1.58	0.113	0.31020523415978	enet	0.59	-0.192	0.848	0.989177168272795
seq.11150.3	0.952	0.3413	+-++	0	0.9837	0.652750711864407	Collagen alpha-1(VI) chain	Collagen a1(VI)	COL6A1	enet	0.033	0.268	0.789	0.968118384401114	blup	0.053	-0.0381	0.97	0.990326906957251	top1	0.095	0.946	0.344	0.592560069144339	blup	0.096	0.312	0.755	0.989177168272795
